translate_ru,translate_nn,source,article_ru,article_nn
" Тунгэвыхы взял огромный молоток, говорит: — Теперь я покажу, как играют молотком."," Туңгэвэхэр ңарка”я мам’ ня”мада, ма: — Теда’ мам’ мэць ханзер” сянаковам’ манэ”лабтаңгум’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
 Трех женщин постучал молотком по лбам., Няхар” нем’ пэяхато’ махана токадтэйда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
 И мозги у них брызнули., Ңэвэйдо’ тяныд”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" Одну из дочерей он разделал, положил ее в огромный котел, позвонок разрезал, как у белки, и повесил над костром."," Ңоб” не нюмда мюледа, ңарка”я едандо’ мю’ мэда, таряхадрев’ махамда юдимбтехэя ту’ ни’ ңыдада.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
 Двух дочерей повесил на поперечные шесты., Сидя не нюмда ти’ ни’ ңыдаңахаюда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
 Вышел на улицу., Пин’ тарпы”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
 По сторонам посматривает., Сид’ нямна сысумби.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
 На берегу реки увидел склоненную к воде железную лиственницу.," Яха’ хэвахана, ид’ няю’ е”ңана еся харвм’ манэ”ңа.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
 Залез на нее., Харв’ ни’ танэй”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" К вечеру слышно, как лесное чудище пришло домой.", Нумда пэвсюмзь пэдара’ цылека мяканда тованонда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" Так смотрит, дочери его не встречают.", Тарем’ сырпата не нюда сита ни” ядабта”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" Думает: «По-видимому, в лес пошли играть».", Ихинанда ма: «Пэдаран’ сяна-кованзь хэвакы”».,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
 Посмотрело в висящий над очагом котел., Ту’ ниня ңыдёда едамда манэ”ца.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" Засунуло указательный палец в котел, лизнуло."," Нумбаямдаед’ мю’ сы”ңадада, нянзада.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" Облизывая губы, еще причмокивает.", Нянда вар нянзыба тамна лыбарңа.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" Слышно, так говорит: — Чувствую, родственным пахнет."," Гарем ’ мамонда: — Няйвондов, няйвондов.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
 Посмотрело на шесты: две дочери его висят на них., Ти” ни’ сылы”: сидя не нюда ти’ ниня ңыдыхы’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
 Ох!, Ювэй”!,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" Очень рассердилось лесное чудище: — Тунгэвыхы, что ты за человек такой, теперь ты попался, расправлюсь с тобой, берегись!"," Пэдара’ ңылеканд ненахада париде то: — Туңгэвыхы ңамгэ палкан’ ңэвэн, теда’ еремян, си”емд пядм’, панод лэтра”!",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" Тунгэвыхы подал с лиственницы голос: — Лесное чудище, что ты со мной сделаешь, как ты меня достанешь, ты же состарилось, не сможешь наверх подняться."," Туңгэвэхэр харв’ нид вадам’ ңэдара: — Пэдара’ нылека, си”ми ханзер” мэңгун, ханзер” тэваңгун, пыдар вэсэйв” нинав’, тю”у’ тэва нир пират.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" Лесное чудище начало трясти железную лиственницу из стороны в сторону, обхватив’ обеими руками.", Пэдара’ ңылекар еся харвм’ сидя ңудахана ня”амахая сидня парпа пяда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
" Лиственница-то была крепкая, никак нельзя ее сломить."," Харвар мэё ңэвы, ханзеркарт’ мэита яңгу.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Тунгэвыхы,Тунгэвыхы
